,image0,image1,image2,image3,image4,image5,image6,image7,image8,image9,image10,image11,image12,image13,image14,image15,image16,image17,image18,image19,image20,image21,image22,image23,image24,image25,image26,image27,image28,image29,image30,image31,image32,image33,image34,image35,image36,image37,image38,image39,image40,image41,image42,image43,image44,image45,image46,image47,image48,image49,image50,image51,image52,image53,image54,image55,image56,image57,image58,image59,image60,image61,image62,image63,image64,image65,image66,image67,image68,image69,image70,image71,image72,image73,image74,image75,image76,image77,image78,image79,image80,image81,image82,image83,image84,image85,image86,image87,image88,image89,image90,image91,image92,image93,image94,image95,image96,image97,image98,image99
226,0.1,0.1,0.1,0.1,0.1,0.1,0.09999999,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.0,0.1,0.1,0.030733475,0.0,0.1,0.1,0.1,0.07606481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.099999994,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.0,0.1,0.1,0.09999998,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.099999994,0.035601843,0.0,0.0
227,0.1,0.1,0.1,0.1,0.1,0.1,0.09999999,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.061809603,0.0,0.0,0.030733475,0.0,0.1,0.1,0.1,0.07606481,0.09143771,0.1,0.0,0.0,0.12352942,0.0,0.31764707,0.1,0.35647058,0.0,0.0,0.9329412,0.0,0.1,0.5658824,0.1,0.1,0.1,0.0,0.0,0.1,0.1,0.099999994,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.09999998,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31529412,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.035601843,0.0,0.0
228,0.1,0.1,0.1,0.1,0.1,0.1,0.09999999,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.030733475,0.8858824,0.1,0.1,0.1,0.07606481,1.0,0.1,0.1,0.0,0.26117647,0.0,0.6258824,0.1,0.08470588,0.1,0.0,0.8082353,0.7764706,0.1,0.88941175,0.0,0.1,0.1,0.1,0.0,0.1,0.0,0.099999994,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.0,0.1,0.1,0.09999998,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.85176474,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.035601843,0.1,0.0
229,0.1,0.1,0.1,0.1,0.1,0.1,0.09999999,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.0,0.1,0.1,0.030733475,0.8929412,0.82235295,0.1,0.1,0.07606481,1.0,0.1,0.0,0.0,0.22352943,0.0,0.83411765,0.1,0.0,0.1,0.0,0.4917647,0.57529414,0.1,0.88941175,0.0,0.1,0.1,0.0,0.1,0.1,0.1,0.099999994,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.0,0.1,0.1,0.09999998,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.099999994,0.59294116,0.0,0.074117646,0.1,0.1,0.88941175,0.1,0.0,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,0.0,0.1,0.1,0.1,0.099999994,0.035601843,0.0,0.0
230,0.1,0.1,0.1,0.1,0.1,0.1,0.09999999,0.20235294,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09999999,0.1,0.1,0.1,0.061809603,0.1,0.1,0.030733475,0.8929412,0.9964706,0.1,0.1,0.86037856,1.0,0.1,0.0,0.1,0.12352942,0.49058825,0.8929412,0.1,0.0,0.1,0.0,0.45294118,0.1,0.1,0.84000003,0.1,0.0,0.19764706,0.13882354,0.1,0.1,0.0,0.099999994,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.09999998,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.099999994,0.8964706,0.0,0.3317647,0.1,0.1,0.8929412,0.1,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.1,0.0,0.1,0.1,0.1,0.099999994,0.035601843,0.0,0.0
231,0.1,0.1,0.1,0.1,0.1,0.1,0.09999999,1.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09999999,0.1,0.1,0.1,0.061809603,0.1,0.1,0.4503413,0.8929412,0.96117646,0.1,0.92235297,1.0,1.0,0.0,0.0,0.1,0.0882353,0.8929412,0.8929412,0.4635294,0.0,0.1,0.3082353,0.0,0.1,0.1,0.1835294,0.0,0.0,0.9929412,0.80941176,0.0,0.0,0.0,0.17058823,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.0,0.1,0.1,0.09999998,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.099999994,0.8964706,0.1,0.7658824,0.1,0.1,0.88941175,0.1,0.0,0.0,0.1,0.1,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.099999994,0.0,0.0,0.0
232,0.1,0.1,0.1,0.1,0.1564706,0.3011765,0.09999999,0.9,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09999999,0.1,0.1,0.1,0.061809603,0.1,0.37058824,0.70916486,0.8929412,0.8411765,0.0,0.96117646,0.91609204,1.0,0.0,0.0,0.1,0.0,0.8929412,0.8929412,0.6011765,0.0,0.1,0.6647059,0.1,0.1,0.0,0.0,0.1,0.0,0.9929412,0.9929412,0.0,0.0,0.0,0.8980794,0.1,0.0,0.1,0.1,0.1,0.0,0.1,0.0,0.0,0.1,0.09999998,0.1,0.1,0.0,0.1,0.1,0.0,0.1,0.1,0.1,0.099999994,0.8964706,0.0,0.88941175,0.1,0.1,0.8929412,0.1,0.0,0.0,0.0,0.1,0.11764706,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.1,0.0,0.1,0.1,0.0,0.099999994,0.60361385,0.0,0.0
233,0.0,0.0,0.1,0.1,0.6647059,0.94,0.09999999,0.40235293,0.24470589,0.1,0.1,0.1,0.1,0.1,0.1,0.09999999,0.1,0.1,0.1,0.7755351,0.15294118,0.9933374,1.0,0.9929412,0.3047059,0.7482353,0.7882353,1.0,1.0,0.0,0.3847059,0.1,0.0,0.8929412,0.8929412,0.7164706,0.19882354,0.1,0.8164706,0.16705883,0.1,0.1,0.0,0.38588238,0.0,0.9929412,0.98588234,0.0,0.0,0.1,0.99433774,0.1,0.0,0.1,0.1,0.0,0.0,0.1,0.0,0.1,0.1,0.09999998,0.0,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.099999994,0.8964706,0.1,0.88941175,0.1,0.1,0.9894118,0.1,0.0,0.0,0.0,0.1,0.5658824,0.0,0.1,0.33529413,0.1,0.0,0.0,0.1,0.1,0.0,0.1,0.1,0.0,0.527451,0.9447903,0.0,0.45490196
234,0.0,0.1,0.1,0.1,0.9329412,0.9929412,0.3470588,0.0,0.88,0.1,0.1,0.0,0.1,0.1,0.1,0.09999999,0.1,0.1,0.0,1.0,0.6364706,0.7068451,0.9287727,0.8929412,0.16352943,0.9964706,0.47647062,0.7631509,1.0,0.0,0.88941175,0.1,0.1,0.84000003,0.8929412,0.7164706,0.52705884,0.1,0.6647059,0.4917647,0.1,0.1,0.0,0.95411766,0.0,0.121176474,0.6188235,0.0,0.0,0.1,0.99433774,0.0,0.0,0.1,0.0,0.0,0.0,0.46,0.0,0.0,0.1,0.09999998,0.1,0.1,0.18117648,0.1,0.1,0.1,0.1,0.6576471,0.1,0.099999994,0.8964706,0.1,0.88941175,0.1,0.1,0.8929412,0.1,0.15882353,0.0,0.0,0.3611765,0.93647057,0.09529412,0.1,0.92235297,0.6329412,0.40588236,0.0,0.0,0.1,0.0,0.1,0.0,0.03176471,0.8960784,0.956555,0.0,0.99215686
235,0.57529414,0.38235295,0.1,0.1,0.9929412,0.8929412,0.9223758,0.0,0.88235295,0.1,0.1,0.05647059,0.0,0.1,0.1,0.09999999,0.1,0.1,0.0,1.0,0.9435294,0.1,0.53661585,0.9929412,0.1,0.8835294,0.86235297,1.0,0.90071917,0.0,0.88941175,0.1,0.1,0.49882352,0.8929412,0.7164706,0.97882354,0.1,0.6647059,0.4917647,0.1,0.1,0.1,0.49882352,0.0,0.1,0.10705882,0.0,0.8905882,0.4635294,0.99433774,0.1,0.0,0.0,0.0,0.46235296,0.1254902,0.82235295,0.0,0.0,0.46235296,0.09999998,0.47764707,0.5905883,0.87647057,0.1,0.1,0.1,0.1,0.7176471,0.1,0.099999994,0.8964706,0.09882353,0.88941175,0.1,0.1,0.88941175,0.1,0.20117646,0.3882353,0.1,0.8611765,0.9964706,0.7517647,0.64588237,0.9894118,0.8682353,0.9964706,0.40196082,0.30705884,0.1,0.0,0.1,0.3247059,0.25058824,0.63725495,0.956555,0.0,0.9882353
236,0.88941175,0.63882357,0.13058823,0.1,0.9929412,0.9929412,0.88431376,0.0,0.982353,0.17411765,0.1,0.6741177,0.07058824,0.29294118,0.1,0.09999999,0.1,0.1,0.1,0.8108292,0.88941175,0.0,0.016325349,0.9929412,0.1,0.47411767,0.96117646,0.7631509,0.90071917,0.0,0.8117647,0.8305882,0.1,0.85882354,0.8929412,0.7164706,0.9435294,0.1,0.6647059,0.5976471,0.0,0.21882352,0.0,0.1,0.0,0.1,0.1,0.0,0.9964706,0.9894118,0.99433774,0.0,0.0,0.1,0.0,0.8929412,0.69803923,0.8929412,0.0,0.0,0.88941175,0.6450981,0.9964706,0.92235297,0.9929412,0.79176474,0.32588238,0.2164706,0.77411765,0.89411765,0.32235295,0.099999994,0.8964706,0.47764707,0.8929412,0.1,0.1,0.9929412,0.1,0.42705882,0.8929412,0.0,0.88941175,0.9964706,0.8929412,0.9329412,0.9894118,0.88941175,0.9752941,0.9,0.8188235,0.20117646,0.02117647,0.4,0.82235295,0.85411763,0.0,0.956555,0.0,0.30980393
237,0.88941175,0.8858824,0.98588234,0.37882355,0.9929412,0.8929412,0.98706263,0.0,0.9894118,0.8717647,0.1,0.8929412,0.8964706,0.8964706,0.1,0.672549,0.04235294,0.1,0.0,1.0,0.88941175,0.0,0.030733475,0.9929412,0.1,0.1,0.9964706,0.9152805,0.90071917,0.0,0.4658824,0.9964706,0.1,0.9929412,0.8929412,0.7164706,0.8929412,0.1,0.48117647,0.97882354,0.1,0.65294117,0.1,0.1,0.081176475,0.1,0.1,0.0,0.49529412,0.76,0.89215684,0.0,0.0,0.0,0.0,0.8929412,0.99607843,0.8929412,0.0,0.0,0.6317647,0.9883813,0.58705884,0.8929412,0.9929412,0.9929412,1.0,0.9047059,1.0,0.8929412,0.37764707,0.099999994,0.8964706,0.6882353,0.88941175,0.121176474,0.17411765,0.88941175,0.1,0.6635294,0.9929412,0.90117645,0.9894118,0.9964706,0.8929412,0.19058824,0.7211765,0.7282353,0.5729412,0.9,0.88941175,0.70235294,0.42705882,0.5964706,0.8611765,0.88941175,0.39411765,0.956555,0.43411765,0.0
238,0.88941175,0.8929412,0.8858824,0.9152941,0.8964706,0.8929412,0.8921569,0.0,0.88235295,0.8929412,0.1,0.88941175,0.9,0.5717647,0.1,0.89607847,0.70235294,0.1,0.5235294,0.93034726,0.88941175,0.0,0.0,0.9929412,0.1,0.1,0.9964706,0.9152805,0.90464073,0.0,0.4694118,0.8411765,0.14588235,0.9929412,0.8929412,0.8164706,0.9329412,0.0,0.9929412,0.9929412,0.0,0.06352942,0.0,0.1,0.22,0.1,0.0,0.0,0.0,0.14588235,0.8386257,0.0,0.10235294,0.0,0.1,0.8929412,0.99215686,0.79764706,0.0,0.0,0.09529412,0.040665403,0.1,0.8929412,0.9929412,0.8929412,1.0,0.9929412,0.77411765,0.4247059,0.6,0.099999994,0.9964706,0.8964706,0.88941175,0.16705883,0.3317647,0.7517647,0.52705884,0.8929412,0.8929412,0.9929412,0.6188235,0.9964706,0.9470588,0.1,0.29764706,0.19882354,0.3647059,0.60196084,0.8929412,0.8929412,0.8717647,0.86470586,0.7164706,0.88941175,0.8960784,0.95263344,0.85764706,0.0
239,0.8929412,0.8858824,0.8929412,0.8929412,0.9929412,0.8964706,0.88431376,0.0,0.88235295,0.8929412,0.1,0.35058826,0.16941176,0.0,0.1,0.89607847,0.8929412,0.1,0.9964706,0.52250415,0.86235297,0.1,0.0,0.9929412,0.105882354,0.1,0.23058824,0.7631509,0.90071917,0.1,0.4658824,0.8964706,0.8905882,0.9929412,0.8929412,0.8552941,0.82,0.19411765,0.9894118,0.70705885,0.1,0.0,0.1,0.1,0.0,0.12470588,0.0,0.0,0.0,0.1,0.7933277,0.0,0.49764708,0.22588237,0.1,0.8929412,0.34901962,0.52705884,0.0,0.0,0.0,0.0,0.1,0.9929412,0.31529412,0.8117647,1.0,0.67882353,0.1,0.1,0.8858824,0.099999994,0.8964706,0.9964706,0.88941175,0.5694118,0.86588234,0.9894118,0.52705884,0.9929412,0.9682353,0.86235297,0.62235296,0.9964706,0.6047059,0.1,0.1,0.19882354,0.1,0.40196082,0.6670588,0.88941175,0.4694118,0.8929412,0.36,0.80470586,0.3745098,0.21145698,0.8929412,0.0
240,0.88941175,0.8858824,0.8858824,0.8858824,0.8929412,0.9929412,0.88431376,0.49764708,0.88235295,0.8929412,0.24000001,0.1,0.0,0.1,0.21529412,0.89607847,0.45176473,0.8376471,0.98588234,0.061809603,0.20941177,0.5835868,0.0,0.9929412,0.97882354,0.22705883,0.1,0.7631509,1.0,0.26235294,0.4658824,0.8964706,0.9964706,0.9929412,0.7658824,0.9929412,0.49529412,0.8858824,0.9894118,0.1,0.0,0.0,0.14235294,0.20117646,0.96117646,0.9929412,0.0,0.1,0.0,0.1,0.97735095,0.0,0.79764706,0.9,0.1,0.8364706,0.0,0.19176471,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.20117646,0.22588237,0.1,0.1,0.1,0.88941175,0.1117647,0.8964706,0.8964706,0.8929412,0.5694118,0.86941177,0.8929412,0.9470588,0.8964706,0.6682353,0.17764705,0.8411765,0.9576471,0.4917647,0.1,0.1,0.19882354,0.4211765,0.3509804,0.7411765,0.9894118,0.05647059,0.8929412,0.07058824,0.81529415,0.0,0.0,0.88941175,0.0
241,0.88941175,0.8858824,0.8858824,0.8858824,0.8682353,0.9929412,0.88431376,0.6,0.88941175,0.8929412,0.8329412,0.1,0.0,0.0,0.8929412,0.23333335,0.02117647,0.8929412,0.5482353,0.061809603,0.23058824,0.9966687,0.4006391,0.9929412,0.8964706,0.8905882,0.1,0.8964842,1.0,0.9929412,0.6670588,0.8964706,0.9964706,0.9929412,0.07764706,0.82,0.76705885,0.5964706,0.25882354,0.0,0.1,0.0,0.79882354,0.97882354,0.9964706,0.9929412,0.1,0.2835294,0.1,0.1,0.9603642,0.0,0.9,0.9,0.1,0.7058824,0.0,0.1,0.04588235,0.067058824,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.1,0.0,0.88941175,0.24509802,0.6211765,0.8611765,0.9894118,0.6505883,0.90117645,0.88941175,0.9929412,0.9929412,0.9047059,0.1,0.17764705,0.28235295,0.6364706,0.1,0.1,0.9929412,0.9964706,1.0,0.88941175,0.88941175,0.0,0.8929412,0.35411766,0.88941175,0.099999994,0.0,0.8929412,0.24705882
242,0.43882355,0.3317647,0.8858824,0.8858824,0.8082353,0.9929412,0.88431376,0.40235293,0.88235295,0.8929412,0.8858824,0.1,0.1,0.1,0.8929412,0.0,0.1,0.8929412,0.24117649,0.061809603,0.9894118,0.8933982,1.0,0.9929412,0.7094118,0.9929412,0.1,1.0,1.0,0.9152941,0.88941175,0.120000005,0.64000005,0.9929412,0.0,0.1,0.8929412,0.003529412,0.1,0.0,0.1,0.0,0.9894118,0.45529413,0.49529412,0.9929412,0.1,0.9964706,0.0,0.1,0.099999994,0.24000001,0.9,0.9,0.1,0.20117646,0.0,0.1,0.2329412,0.31764707,0.1,0.0,0.1,0.1,0.1,0.060000002,0.0,0.1,0.1,0.0,0.88941175,0.24509802,0.067058824,0.07058824,0.8011765,0.9964706,0.9894118,0.8929412,0.86941177,0.8929412,0.9929412,0.1,0.59411764,0.7411765,0.9929412,0.97882354,0.16,0.6329412,0.32117647,1.0,0.88941175,0.9894118,0.2764706,0.9929412,0.8929412,0.88941175,0.099999994,0.0,0.88941175,0.16862746
243,0.6670588,0.43882355,0.8858824,0.8858824,0.8929412,0.8929412,0.8921569,0.9,0.45176473,0.8929412,0.7447059,0.1,0.1,0.1,0.8929412,0.09999999,0.1,0.4729412,0.8835294,0.061809603,0.9894118,0.1,1.0,0.9929412,0.1,0.9929412,0.1,0.91609204,0.64045733,0.2164706,0.88941175,0.1,0.1,0.9929412,0.0,0.1,0.9894118,0.0,0.1,0.0,0.09529412,0.41411766,0.88941175,0.1,0.1,0.77411765,0.87647057,0.9964706,0.0,0.17764705,0.099999994,0.5294118,0.9,0.9,0.028235296,0.0,0.0,0.1,0.51882356,0.6141177,0.1,0.0,0.1,0.1,0.1,0.17764705,0.0,0.1,0.1,0.0,0.88941175,0.24509802,0.0,0.1,0.4729412,0.9964706,0.9894118,0.88941175,0.52705884,0.9929412,0.9929412,0.18117648,0.982353,0.8752941,0.9929412,0.8929412,0.92588234,0.4211765,0.0,1.0,0.8929412,0.5611765,0.9929412,0.9929412,0.5011765,0.88941175,0.099999994,0.09834695,0.85764706,0.8627451
244,0.8929412,0.8858824,0.8929412,0.8188235,0.8929412,0.8929412,0.88431376,0.9,0.03529412,0.7341176,0.10941176,0.1,0.1,0.1,0.26117647,0.09999999,0.1,0.1,0.1,0.061809603,0.31176472,0.1,1.0,0.97882354,0.1,0.31882352,0.1,0.8807979,0.09143771,0.1,0.9894118,0.0,0.1,0.9929412,0.0,0.0,0.9894118,0.0,0.0,0.0,0.8964706,0.9329412,0.43058825,0.1,0.1,0.1,0.9929412,0.4635294,0.05647059,0.8729412,0.099999994,0.8435294,0.9,0.9,0.18,0.0,0.0,0.1,0.7729412,0.78705883,0.1,0.0,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.88235295,0.12745097,0.0,0.1,0.14823529,0.75529414,0.8929412,0.28941178,0.52705884,0.1,0.9964706,0.90117645,0.91176474,0.12352942,0.8929412,0.8929412,0.97882354,0.9894118,0.0,1.0,0.59294116,0.1,0.19529411,0.91176474,0.0,0.5894118,0.0,0.7447903,0.38588238,0.41568628
245,0.5894118,0.8858824,0.37764707,0.27176473,0.8929412,0.42000002,0.54072344,0.49764708,0.1,0.08470588,0.028235296,0.1,0.1,0.1,0.0,0.09999999,0.1,0.0,0.1,0.061809603,0.1,0.1,1.0,0.63882357,0.1,0.1,0.1,0.5270452,0.0,0.1,0.88941175,0.0,0.1,0.9929412,0.1,0.1,0.86588234,0.0,0.1,0.1,0.5717647,0.86588234,0.0,0.1,0.1,0.1,0.7658824,0.1,0.82235295,0.88941175,0.099999994,0.8964706,0.6988236,1.0,0.4882353,0.0,0.0,0.1,0.8611765,0.84000003,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.75529414,0.0,0.0,0.1,0.0,0.29294118,0.5611765,0.0,0.15529412,0.1,0.3247059,0.94,0.1,0.0,0.8929412,0.6635294,0.2647059,0.8929412,0.41764706,0.099999994,0.0,0.1,0.0,0.44235295,0.1,0.0,0.0,1.0,0.0,0.0
246,0.0,0.10941176,0.0,0.0,0.50941175,0.0,0.09999999,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.09999999,0.1,0.0,0.1,0.061809603,0.1,0.1,0.44641975,0.060000002,0.1,0.1,0.1,0.07606481,0.0,0.1,0.2082353,0.0,0.0,0.8411765,0.0,0.0,0.23058824,0.0,0.0,0.1,0.0,0.26588237,0.0,0.1,0.1,0.1,0.04588235,0.1,0.8858824,0.88941175,0.099999994,0.8929412,0.3035294,0.9,0.5647059,0.0,0.0,0.1,0.8929412,0.8964706,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33882353,0.1,0.0,0.6847059,0.0,0.0,0.29647058,0.024705883,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.0,1.0,0.0,0.0
247,0.1,0.1,0.0,0.0,0.1,0.1,0.09999999,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.0,0.09999999,0.1,0.0,0.1,0.061809603,0.1,0.1,0.030733475,0.0,0.1,0.1,0.1,0.07606481,0.09143771,0.1,0.1,0.1,0.0,0.1517647,0.1,0.0,0.1,0.0,0.0,0.1,0.1,0.1,0.0,0.1,0.3,0.1,0.0,0.1,0.32235295,0.7176471,0.099999994,0.8929412,0.0,0.77411765,0.73058826,0.1,0.0,0.1,0.8929412,0.8964706,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.074117646,0.1,0.0,0.21882352,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.4944254,0.1,0.0
248,0.1,0.0,0.1,0.1,0.1,0.1,0.09999999,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.0,0.09999999,0.1,0.0,0.1,0.061809603,0.1,0.1,0.030733475,0.0,0.1,0.1,0.1,0.07606481,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.099999994,0.8929412,0.0,0.5517647,0.8929412,0.0,0.0,0.1,0.8929412,0.42352942,0.1,0.0,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.035601843,0.1,0.0
249,0.1,0.1,0.1,0.0,0.1,0.1,0.09999999,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.1,0.030733475,0.0,0.1,0.1,0.1,0.07606481,0.09143771,0.1,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.7588235,0.0,0.5517647,0.8929412,0.0,0.0,0.1,0.8682353,0.0,0.1,0.09999998,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.099999994,0.035601843,0.1,0.0
250,0.1,0.1,0.1,0.1,0.1,0.1,0.09999999,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.0,0.1,0.061809603,0.1,0.1,0.030733475,0.0,0.1,0.1,0.1,0.07606481,0.09143771,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.099999994,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.099999994,0.1,0.0,0.0,0.1,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.099999994,0.035601843,0.0,0.0
251,0.1,0.1,0.0,0.1,0.1,0.1,0.09999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252,0.1,0.1,0.1,0.0,0.1,0.1,0.09999999,0.1,0.1,0.1,0.0,0.1,0.0,0.1,0.0,0.09999999,0.0,0.0,0.1,0.061809603,0.0,0.1,0.0,0.1,0.1,0.1,0.1,0.07606481,0.09143771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.099999994,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.1,0.1,0.09999998,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.099999994,0.035601843,0.0,0.0
253,0.1,0.1,0.1,0.1,0.1,0.1,0.09999999,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.07606481,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.09999998,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.20588237,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.099999994,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0
254,0.1,0.1,0.1,0.1,0.0,0.0,0.09999999,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.061809603,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.1,0.1,0.1,0.0,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.09999998,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.099999994,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0
