,image1,image2,image3,image4,image5,image6,image7,image8,image9,image10,image11,image12,image13,image14,image15,image16
201,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.0,0.3,0.3,0.3,0.3
202,0.23058823,0.0,0.3,0.0,0.3,0.3,0.0,0.3,0.13264783,0.3,0.3,0.0,0.3,0.3,0.3,0.3
203,0.50784314,0.21137255,0.0,0.0,0.0,0.0,0.35490197,0.3,0.0,0.3,0.3,0.0,0.3,0.3,0.3,0.3
204,0.4364706,0.68901956,0.3,0.0,0.3,0.3,0.5188235,0.3,0.0,0.3,0.41803923,0.3,0.0,0.3,0.3,0.7721569
205,0.41450983,0.5764706,0.0,0.0,0.010980393,0.0,0.9945098,0.3,0.0,0.3,0.94509804,0.4227451,0.3,0.3,0.3,0.9917647
206,0.16470587,0.36862746,0.3,0.30196077,0.8352941,0.3,0.7035294,0.5498039,0.0,0.3,0.9972549,0.6780392,0.3,0.5964706,0.3,0.5572549
207,0.09882353,0.3,0.3,0.52156866,0.9341177,0.3,0.3,0.914902,0.0,0.3,0.92039216,0.4372549,0.3,0.9917647,0.0,0.0
208,0.3,0.3,0.3,0.68901956,0.3,0.3,0.3,0.6945098,0.114411,0.3,0.4756863,0.3,0.4345098,0.9917647,0.3,0.3
209,0.3,0.3,0.3,0.68901956,0.3,0.3,0.3,0.9945098,0.85950905,0.09882353,0.076862745,0.3,0.49411765,0.6917647,1.0,0.0
210,0.3,0.634902,0.3,0.68901956,0.3,0.3,0.0,0.35215688,0.85950905,0.15372549,0.032941177,0.3,0.6945098,0.9917647,0.7,0.0
211,0.3,0.9807843,0.42352945,0.6945098,0.3,0.52235293,0.0,0.3,0.85950905,0.37607843,0.0,0.0,0.7,0.8215686,0.7,0.0
212,0.3,0.9945098,0.6698039,0.46392158,0.3,0.9972549,0.3,0.3,0.85950905,0.5517647,0.0,0.3,0.6945098,0.9917647,0.0,0.3
213,0.3,0.4784314,0.71176475,0.29921567,0.3,0.9972549,0.3,0.3,0.85950905,0.54627454,0.0054901964,0.0,0.46392158,0.9917647,0.3,0.0
214,0.3,0.3,0.0,0.17019609,0.3,0.7529412,0.3,0.3,0.85950905,0.26078433,0.35137257,0.0,0.09882353,0.9917647,0.0,0.3
215,0.3,0.3,0.3,0.0,0.26352942,0.3027451,0.0,0.0,0.85950905,0.10156863,0.6917647,0.0,0.030196078,0.9917647,0.0,0.0
216,0.3,0.3,0.3,0.0,0.5764706,0.3,0.38156864,0.3,0.7026463,0.3,0.7,0.0,0.5086275,0.3,0.0,0.3
217,0.0,0.3,0.0,0.3,0.030196078,0.0,0.6945098,0.0,0.5340189,0.3,0.774902,0.0,0.3247059,0.0,0.3,0.3
218,0.3,0.3,0.3,0.0,0.0,0.3,0.2745098,0.3,0.5340189,0.3,0.34666666,0.3,0.3,0.0,0.3,0.3
219,0.3,0.3,0.3,0.0,0.0,0.3,0.3,0.3,0.5340189,0.3,0.0,0.0,0.3,0.0,0.3,0.3
220,0.3,0.0,0.3,0.0,0.3,0.3,0.0,0.0,0.5340189,0.3,0.0,0.3,0.0,0.0,0.3,0.0
221,0.3,0.0,0.3,0.3,0.3,0.3,0.3,0.3,0.13264783,0.3,0.3,0.3,0.3,0.3,0.3,0.3
222,0.3,0.3,0.0,0.0,0.3,0.0,0.3,0.0,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.0
223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13264783,0.0,0.3,0.0,0.0,0.0,0.0,0.0
224,0.3,0.3,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.3,0.3,0.3,0.3,0.0,0.3,0.0
225,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.3,0.3,0.0,0.0,0.0
226,0.3,0.3,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.3,0.0,0.3,0.3,0.3,0.3,0.0
227,0.0,0.3,0.3,0.0,0.0,0.3,0.0,0.3,0.0,0.3,0.0,0.3,0.3,0.0,0.3,0.0
228,0.3,0.3,0.3,0.0,0.0,0.3,0.0,0.3,0.0,0.3,0.3,0.0,0.3,0.0,0.3,0.0
229,0.0,0.3,0.3,0.0,0.3,0.3,0.0,0.3,0.0,0.3,0.3,0.3,0.3,0.0,0.3,0.0
230,0.6094117,0.0,0.3,0.0,0.3,0.3,0.0,0.3,0.0,0.3,0.3,0.0,0.3,0.3,0.3,0.3
231,0.6972549,0.3,0.3,0.0,0.3,0.3,0.19215687,0.3,0.0,0.3,0.0,0.3,0.3,0.3,0.3,0.3
232,0.6972549,0.38509804,0.3,0.0,0.0,0.3,0.6945098,0.3,0.0,0.3,0.15372549,0.37137255,0.0,0.3,0.3,0.057647057
233,0.6972549,0.3494118,0.3,0.0,0.18941177,0.3,0.6945098,0.37686276,0.38499928,0.3,0.9972549,0.9945098,0.3,0.41803923,0.3,0.61215687
234,0.6972549,0.3,0.3,0.6945098,0.9917647,0.3,0.35764706,0.64509803,0.4150008,0.3,0.9945098,0.8380392,0.3137255,0.93960786,0.3,0.64235294
235,0.66156864,0.3,0.3,0.68901956,0.36784315,0.3,0.3,0.6972549,0.0,0.42352945,0.2937255,0.3,0.18666667,0.9917647,0.3,0.082352936
236,0.5435294,0.3,0.3,0.68901956,0.3,0.3,0.0,0.6945098,0.090881586,0.41725492,0.0,0.3,0.6258824,0.9917647,0.3,0.3
237,0.8435294,0.3,0.3,0.68901956,0.3,0.3,0.0,0.9945098,0.8006855,0.64235294,0.0,0.3,0.6917647,0.9917647,0.7,0.3
238,0.8435294,0.8737255,0.3,0.68901956,0.3,0.3192157,0.0,0.7556863,0.7575483,0.9972549,0.0,0.3,0.6917647,0.6184314,0.7,0.3
239,0.5435294,0.9945098,0.53058827,0.6945098,0.3,0.8572549,0.3,0.3494118,0.8006855,0.9972549,0.0,0.3,0.6945098,0.3137255,0.7,0.3
240,0.5435294,0.9945098,0.6972549,0.68901956,0.3,0.9972549,0.3,0.3,0.52617574,0.6972549,0.0,0.0,0.6917647,0.67058825,0.0,0.3
241,0.5435294,0.4784314,0.17294118,0.68901956,0.3,0.9972549,0.3,0.3,0.35362667,0.6972549,0.0,0.3,0.6917647,0.9917647,0.3,0.3
242,0.5435294,0.3,0.0,0.60392153,0.3,0.5003922,0.0,0.3,0.13794042,0.6972549,0.0,0.0,0.4392157,0.9917647,0.3,0.3
243,0.5435294,0.3,0.0,0.14,0.3129412,0.3,0.11803922,0.3,0.0,0.6862745,0.36784315,0.0,0.5188235,0.9917647,0.3,0.3
244,0.46666667,0.3,0.0,0.3,0.6917647,0.0,0.6972549,0.0,0.0,0.8792157,0.98627454,0.0,0.9945098,0.0,0.0,0.3
245,0.14274509,0.3,0.3,0.0,0.35764706,0.3,0.47490197,0.0,0.0,0.71450984,0.9972549,0.0,0.25254902,0.0,0.3,0.3
246,0.0,0.3,0.3,0.0,0.3,0.3,0.035686273,0.0,0.0,0.3164706,0.20588236,0.0,0.3,0.3,0.3,0.3
247,0.3,0.0,0.3,0.0,0.3,0.3,0.3,0.3,0.13264783,0.3,0.0,0.0,0.0,0.0,0.3,0.3
248,0.3,0.0,0.3,0.0,0.3,0.3,0.3,0.0,0.13264783,0.3,0.0,0.3,0.0,0.0,0.3,0.3
249,0.3,0.3,0.0,0.0,0.3,0.3,0.0,0.3,0.0,0.3,0.0,0.3,0.0,0.0,0.3,0.3
250,0.3,0.3,0.3,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.3
251,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.13264783,0.3,0.3,0.0,0.0,0.0,0.0,0.0
252,0.0,0.3,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.0
253,0.3,0.3,0.0,0.3,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.3,0.3,0.0,0.0,0.0
254,0.3,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.13264783,0.0,0.0,0.3,0.0,0.0,0.0,0.0
255,0.3,0.3,0.0,0.3,0.0,0.0,0.3,0.3,0.0,0.3,0.0,0.3,0.3,0.0,0.0,0.0
256,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.3,0.0,0.3,0.0
257,0.3,0.3,0.0,0.3,0.0,0.0,0.3,0.3,0.0,0.3,0.0,0.3,0.3,0.3,0.3,0.0
258,0.4839216,0.0,0.3,0.0,0.0,0.3,0.060392156,0.3,0.0,0.3,0.0,0.3,0.3,0.3,0.3,0.0
259,0.6129412,0.3,0.0,0.3,0.0,0.0,0.42000002,0.3,0.0,0.3,0.0,0.3,0.3,0.3,0.3,0.0
260,0.4976471,0.3,0.3,0.3,0.12352941,0.3,0.6945098,0.3,0.94049096,0.3,0.17294118,0.71176475,0.3,0.41803923,0.3,0.0
261,0.3129412,0.3,0.0,0.49960786,0.94784313,0.0,0.26352942,0.69529414,0.85950905,0.42627454,0.6972549,0.9945098,0.0,0.78862745,0.3,0.33490196
262,0.447451,0.3,0.3,1.0,0.89568627,0.3,0.0,0.6945098,0.17323454,0.42000002,0.4337255,0.8380392,0.15098038,0.9945098,0.3,0.6945098
263,0.62313724,0.0,0.3,0.6945098,0.33294117,0.3,0.3,0.9972549,0.0,0.95882356,0.0,0.3,0.6917647,0.9917647,0.3,0.4372549
264,0.6972549,0.3,0.3,0.9945098,0.0,0.3,0.3,0.9945098,0.0,0.6972549,0.0,0.3,0.9917647,0.9066667,0.0,0.3
265,0.91764706,0.6211765,0.3,0.6945098,0.3,0.3,0.0,0.6945098,0.25813803,0.6972549,0.0,0.3,0.62313724,0.11803922,0.35137257,0.3
266,0.9972549,0.9780392,0.0,0.9945098,0.3,0.1454902,0.0,0.6945098,0.13264783,0.92313725,0.0,0.3,0.51686275,0.0054901964,0.7,0.3
267,0.6972549,0.9945098,0.5545098,0.64235294,0.0,0.6972549,0.3,0.6533333,0.2502949,0.7556863,0.0,0.3,0.18941177,0.0,0.7,0.3
268,0.6972549,0.8435294,0.61215687,0.9094118,0.0,0.6972549,0.3,0.6156863,0.0,0.36509806,0.0,0.3,0.18941177,0.01372549,0.65137255,0.3
269,0.6862745,0.327451,0.33019608,0.9945098,0.3,0.98627454,0.0,0.3164706,0.0,0.68901956,0.3,0.3,0.2745098,0.14823529,0.3,0.3
270,0.6286274,0.3,0.3,0.9945098,0.3,0.3,0.41803923,0.3,0.13264783,0.5490196,0.0,0.4564706,0.24705882,0.63686275,0.3,0.3
271,0.6972549,0.3,0.3,0.6945098,0.82705885,0.3,0.9341177,0.3,0.13264783,0.9972549,0.3,0.53333336,0.94784313,0.6917647,0.3,0.3
272,0.6972549,0.3,0.0,0.0,0.9917647,0.3,0.6972549,0.3,0.13264783,0.92862743,0.9066667,0.53333336,0.9780392,0.8764706,0.3,0.3
273,0.38431373,0.3,0.0,0.0,0.35764706,0.3,0.25254902,0.3,0.13264783,0.91764706,0.9972549,0.10431373,0.18392158,0.3,0.3,0.0
274,0.3,0.3,0.3,0.0,0.3,0.3,0.3,0.3,0.13264783,0.5854902,0.7309804,0.0,0.0,0.3,0.3,0.0
275,0.3,0.3,0.3,0.0,0.0,0.3,0.3,0.3,0.13264783,0.0,0.0,0.3,0.0,0.3,0.3,0.0
276,0.3,0.3,0.0,0.0,0.3,0.0,0.3,0.0,0.13264783,0.0,0.0,0.3,0.0,0.0,0.3,0.0
277,0.3,0.3,0.3,0.0,0.3,0.3,0.3,0.0,0.13264783,0.0,0.3,0.0,0.0,0.3,0.3,0.0
278,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.0,0.0
279,0.0,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.13264783,0.3,0.3,0.0,0.0,0.0,0.0,0.0
280,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.3,0.0,0.3,0.0,0.3,0.0,0.3,0.0,0.0
281,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.13264783,0.0,0.0,0.0,0.0,0.0,0.0,0.0
282,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.0,0.13264783,0.3,0.0,0.3,0.3,0.3,0.0,0.0
283,0.0,0.3,0.3,0.0,0.0,0.3,0.3,0.0,0.13264783,0.3,0.0,0.3,0.0,0.0,0.3,0.0
284,0.3,0.3,0.3,0.3,0.0,0.3,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.3,0.0,0.0
285,0.3,0.3,0.3,0.0,0.3,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0
286,0.3,0.3,0.3,0.0,0.3,0.3,0.747451,0.3,0.0,0.3,0.0,0.0,0.3,0.3,0.3,0.0
287,0.0,0.3,0.3,0.0,0.0,0.3,0.7,0.0,0.8267655,0.3,0.0,0.0,0.0,0.0,0.3,0.0
288,0.3,0.3,0.3,0.4729412,0.46117646,0.3,0.56,0.08509804,1.0,0.72,0.532549,0.61764705,0.0,0.2552941,0.3,0.0
289,0.0,0.0,0.3,0.6066667,0.6780392,0.3,0.030196078,0.66156864,0.6502949,0.64235294,0.6972549,0.9945098,0.11803922,0.9945098,0.3,0.33764705
290,0.3,0.0,0.3,0.6945098,0.1454902,0.3,0.0,0.6945098,0.0,0.6972549,0.2827451,0.56352943,0.63960785,0.7,0.3,0.6972549
291,0.046666667,0.0,0.0,0.98901963,0.3,0.3,0.3,0.57098037,0.0,0.6972549,0.3,0.3,0.9917647,0.9835294,0.3,0.24980393
292,0.4811765,0.20862746,0.0,0.68901956,0.0,0.3,0.3,0.50784314,0.13264783,0.5133333,0.3,0.3,0.80784315,0.3156863,0.3,0.44
293,0.3384314,0.6780392,0.0,0.68901956,0.0,0.3,0.0,0.6945098,0.13264783,0.38980395,0.3,0.3,0.4372549,0.0,1.0,0.44
294,0.4839216,0.6945098,0.08784314,0.4035294,0.3,0.36784315,0.0,0.6945098,0.13264783,0.3219608,0.0,0.3,0.3,0.0,0.7,0.44
295,0.18392158,0.6341176,0.6972549,0.21137255,0.3,0.6972549,0.3,0.6945098,0.13264783,0.3,0.3,0.3,0.0,0.0,0.7,0.327451
296,0.4839216,0.17294118,0.59294116,0.17019609,0.3,0.6972549,0.3,0.6341176,0.13264783,0.3,0.0,0.71450984,0.3,0.0,0.65137255,0.3
297,0.4619608,0.0,0.0,0.65137255,0.0,0.49411765,0.3,0.36588237,0.13264783,0.82431376,0.0,0.92039216,0.37137255,0.0,0.3,0.3
298,0.057647057,0.3,0.0,0.98901963,0.3494118,0.0,0.5854902,0.3,0.13264783,0.40980393,0.0,0.6670588,0.8572549,0.37333333,0.3,0.3
299,0.6478431,0.3,0.0,0.68901956,1.0,0.0,0.9972549,0.3,0.13264783,0.8435294,0.0,0.9917647,0.9917647,0.68901956,0.0,0.3
300,0.6972549,0.3,0.3,0.2882353,0.9945098,0.0,0.7337255,0.3,0.13264783,0.9752941,0.4117647,0.9917647,0.67058825,1.0,0.3,0.0
301,0.2909804,0.0,0.3,0.0,0.35764706,0.3,0.3,0.3,0.13264783,0.9121569,0.9972549,0.6533333,0.0,0.7227451,0.3,0.0
302,0.3,0.0,0.3,0.0,0.3,0.3,0.3,0.0,0.13264783,0.9945098,0.8847059,0.34313726,0.0,0.3,0.3,0.0
303,0.3,0.0,0.3,0.0,0.3,0.3,0.3,0.0,0.13264783,0.057647057,0.0,0.3,0.0,0.0,0.3,0.0
304,0.3,0.3,0.0,0.3,0.3,0.0,0.3,0.0,0.13264783,0.0,0.0,0.3,0.0,0.0,0.3,0.0
305,0.3,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.13264783,0.0,0.3,0.0,0.3,0.3,0.0,0.3
306,0.3,0.3,0.0,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.3
307,0.0,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.0
308,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.0,0.13264783,0.0,0.0,0.0,0.0,0.0,0.0,0.3
309,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.13264783,0.3,0.0,0.0,0.3,0.0,0.0,0.0
310,0.3,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.13264783,0.3,0.0,0.3,0.0,0.0,0.0,0.3
311,0.3,0.0,0.0,0.3,0.3,0.0,0.3,0.0,0.13264783,0.3,0.3,0.0,0.0,0.3,0.0,0.0
312,0.0,0.3,0.0,0.0,0.3,0.0,0.3,0.0,0.13264783,0.3,0.3,0.0,0.0,0.3,0.3,0.0
313,0.3,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.17970665,0.3,0.3,0.0,0.0,0.3,0.0,0.0
314,0.3,0.3,0.3,0.0,0.3,0.0,0.4447059,0.0,0.65421647,0.3219608,0.3,0.0,0.3,0.3,0.0,0.3
315,0.3,0.3,0.3,0.08784314,0.53058827,0.0,0.6945098,0.0,1.0,0.64588237,0.093333334,0.02745098,0.0,0.0,0.3,0.0
316,0.0,0.0,0.3,0.6341176,0.6643137,0.3,0.48862743,0.21686275,1.0,0.6945098,0.60392153,0.6286274,0.0,0.45568627,0.3,0.057647057
317,0.0,0.0,0.3,0.98901963,0.5792157,0.0,0.01372549,0.9972549,0.0,0.9972549,0.9560784,0.62039214,0.76117647,0.9917647,0.3,0.9121569
318,0.0,0.3,0.3,0.9945098,0.0,0.3,0.0,0.82980394,0.0,0.93960786,0.4592157,0.0,0.9945098,0.9945098,0.3,0.9945098
319,0.0,0.0,0.3,0.68901956,0.3,0.0,0.0,0.0,0.0,0.35137257,0.3,0.0,0.78862745,0.80784315,0.3,0.6917647
320,0.0,0.35137257,0.3,0.60392153,0.3,0.0,0.0,0.021960786,0.0,0.33019608,0.3,0.0,0.40156865,0.3,0.3,0.6945098
321,0.3,0.6945098,0.0,0.37607843,0.3,0.0,0.0,0.2690196,0.13264783,0.0,0.3,0.3109804,0.3,0.3,1.0,0.6917647
322,0.3,0.6945098,0.26078433,0.02745098,0.3,0.5380392,0.3,0.6011765,0.0,0.3,0.3,0.14823529,0.3,0.0,0.7,0.6945098
323,0.0,0.39529413,0.6972549,0.0,0.3,0.6972549,0.3,0.6972549,0.0,0.3,0.0,0.6286274,0.3,0.3,1.0,0.47215688
324,0.0,0.3,0.8352941,0.0,0.3,0.68078434,0.024705883,0.7,0.0,0.3,0.0,0.6945098,0.0,0.0,0.35137257,0.22509804
325,0.0,0.3,0.3,0.08509804,0.3,0.13176471,0.6596079,0.5517647,0.13264783,0.8764706,0.0,0.7,0.4921569,0.0,0.0,0.0
326,0.22784314,0.0,0.0,0.6313726,0.68705887,0.0,0.6505882,0.049411766,0.0,0.41803923,0.0,0.64235294,0.9917647,0.3,0.0,0.0
327,0.6945098,0.3,0.0,0.98901963,0.9945098,0.0,0.6945098,0.0,0.13264783,0.4921569,0.0,0.78039217,0.9917647,0.8737255,0.0,0.0
328,0.57372546,0.3,0.0,0.96705884,0.8188236,0.0,0.3,0.0,0.0,0.9972549,0.53058827,0.61764705,0.17294118,0.9945098,0.0,0.3
329,0.049411766,0.0,0.3,0.6101961,0.3137255,0.3,0.3,0.0,0.0,0.9972549,0.9972549,0.7,0.0,0.8654902,0.3,0.3
330,0.0,0.3,0.3,0.01372549,0.3,0.3,0.3,0.0,0.13264783,0.9972549,0.8847059,0.92588234,0.0,0.0,0.3,0.3
331,0.3,0.3,0.0,0.3,0.0,0.0,0.3,0.0,0.13264783,0.057647057,0.0,0.38509804,0.0,0.0,0.3,0.0
332,0.3,0.0,0.0,0.0,0.3,0.0,0.3,0.3,0.13264783,0.0,0.0,0.3,0.3,0.0,0.0,0.0
333,0.0,0.3,0.0,0.3,0.3,0.0,0.3,0.0,0.13264783,0.0,0.3,0.0,0.3,0.0,0.0,0.0
334,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.3,0.3,0.3,0.3,0.0,0.0
335,0.0,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.13264783,0.3,0.3,0.0,0.0,0.3,0.0,0.0
336,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.3,0.13264783,0.3,0.0,0.0,0.3,0.3,0.3,0.3
337,0.3,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.13264783,0.0,0.0,0.0,0.0,0.0,0.3,0.3
338,0.3,0.3,0.0,0.3,0.0,0.0,0.3,0.0,0.13264783,0.3,0.0,0.0,0.0,0.0,0.3,0.3
339,0.0,0.3,0.3,0.0,0.3,0.0,0.3,0.0,0.13264783,0.3,0.0,0.0,0.0,0.0,0.3,0.3
340,0.3,0.3,0.0,0.0,0.3,0.0,0.3,0.0,0.13264783,0.3,0.3,0.0,0.0,0.3,0.0,0.3
341,0.0,0.3,0.3,0.0,0.3,0.0,0.0,0.0,0.49343216,0.3,0.3,0.3,0.0,0.3,0.0,0.0
342,0.0,0.3,0.3,0.0,0.3,0.0,0.4447059,0.0,1.0,0.19764706,0.3,0.0,0.0,0.3,0.3,0.3
343,0.0,0.3,0.3,0.10156863,0.7639216,0.0,0.6945098,0.0,1.0,0.96705884,0.64588237,0.6019608,0.0,0.052156866,0.3,0.057647057
344,0.0,0.0,0.3,0.68901956,0.6917647,0.3,0.6945098,0.53607845,0.24245176,0.9972549,0.9972549,0.6917647,0.7254902,0.60392153,0.3,0.887451
345,0.0,0.3,0.3,0.98901963,0.2909804,0.3,0.52431375,0.9945098,0.13264783,0.92588234,0.4694118,0.4117647,0.9945098,0.9917647,0.3,0.6945098
346,0.0,0.3,0.3,0.6945098,0.0,0.3,0.48039216,0.21960784,0.0,0.14823529,0.3,0.0,0.96431375,0.9945098,0.3,0.5572549
347,0.0,0.78313726,0.3,0.5160784,0.3,0.0,0.19215687,0.0,0.0,0.0,0.3,0.0,0.4152941,0.25254902,0.3,0.4447059
348,0.3,0.6752941,0.0,0.05490196,0.3,0.0,0.19215687,0.0,0.0,0.0,0.3,0.071372546,0.0,0.0,0.3,0.28
349,0.3,0.6945098,0.3,0.3,0.3,0.15921569,0.19215687,0.3,0.0,0.0,0.3,0.35137257,0.0,0.3,1.0,0.28
350,0.3,0.4364706,0.38431373,0.0,0.3,0.6972549,0.19215687,0.7996079,0.0,0.0,0.3,0.6917647,0.0,0.0,0.7,0.5572549
351,0.0,0.032941177,0.6972549,0.0,0.3,0.6972549,0.6650981,0.9945098,0.0,0.30823532,0.3,0.6917647,0.0,0.3,0.7,0.61215687
352,0.0,0.0,0.51137257,0.0,0.3,0.9505882,0.5407843,0.6972549,0.0,0.38784313,0.0,0.62313724,0.01372549,0.3,0.65137255,0.6972549
353,0.060392156,0.3,0.0,0.0,0.38784313,0.0,0.6945098,0.52431375,0.0,0.6184314,0.3,0.36784315,0.52431375,0.3,0.3,0.6945098
354,0.63960785,0.0,0.0,0.29921567,0.93686277,0.0,0.6945098,0.032941177,0.0,0.91764706,0.0,0.076862745,0.6945098,0.0,0.0,0.14
355,0.7,0.3,0.0,0.68901956,0.98627454,0.3,0.46392158,0.0,0.0,0.96431375,0.3,0.3,0.8215686,0.31843138,0.0,0.327451
356,0.22784314,0.3,0.0,0.6945098,0.4811765,0.0,0.3,0.0,0.0,0.9972549,0.53058827,0.3,0.0,0.9945098,0.0,0.3
357,0.0,0.3,0.3,0.68901956,0.3,0.3,0.3,0.0,0.13264783,1.0,0.9972549,0.78862745,0.0,0.8654902,0.0,0.3
358,0.3,0.3,0.3,0.09607843,0.3,0.3,0.0,0.0,0.13264783,0.7447059,0.5847059,0.9917647,0.0,0.0,0.3,0.0
359,0.3,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.13264783,0.01372549,0.0,0.45372552,0.3,0.0,0.0,0.0
360,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.0,0.13264783,0.0,0.0,0.0,0.3,0.0,0.0,0.0
361,0.3,0.3,0.0,0.0,0.3,0.0,0.3,0.0,0.13264783,0.0,0.0,0.3,0.0,0.0,0.0,0.3
362,0.0,0.3,0.0,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
363,0.0,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.3,0.0,0.0
364,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.13264783,0.3,0.0,0.3,0.0,0.0,0.0,0.0
365,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.13264783,0.3,0.0,0.0,0.0,0.0,0.3,0.3
366,0.0,0.3,0.0,0.3,0.0,0.0,0.3,0.0,0.13264783,0.3,0.0,0.3,0.0,0.0,0.0,0.3
367,0.0,0.3,0.0,0.0,0.3,0.0,0.3,0.0,0.13264783,0.3,0.0,0.3,0.0,0.0,0.3,0.3
368,0.0,0.3,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.3,0.3,0.0,0.0,0.3
369,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.72088313,0.3,0.0,0.3,0.3,0.0,0.0,0.3
370,0.0,0.3,0.3,0.0,0.041176468,0.0,0.14,0.0,1.0,0.5058824,0.0,0.3,0.3,0.3,0.0,0.3
371,0.0,0.3,0.0,0.40156865,0.61764705,0.0,0.6258824,0.0,0.8150008,0.95882356,0.587451,0.7364706,0.3,0.19215687,0.0,0.46745098
372,0.0,0.3,0.0,0.98901963,0.6917647,0.0,0.6945098,0.48039216,0.13264783,0.6972549,0.65607846,0.9917647,0.8682353,0.9917647,0.0,0.9945098
373,0.0,0.3,0.0,0.98901963,0.0,0.0,0.6945098,0.6945098,0.13264783,0.9121569,0.16470587,0.31019607,0.9917647,0.9917647,0.0,0.7694118
374,0.0,0.36862746,0.3,0.5517647,0.3,0.0,0.6972549,0.4254902,0.13264783,0.29921567,0.0,0.3,0.9313726,0.82705885,0.3,0.0
375,0.0,0.94235295,0.0,0.082352936,0.3,0.0,0.9945098,0.0,0.13264783,0.37882355,0.0,0.0,0.0,0.046666667,0.0,0.0
376,0.0,0.6945098,0.0,0.3,0.0,0.0,0.6945098,0.3,0.13264783,0.48862743,0.0,0.4117647,0.0,0.0,0.0,0.0
377,0.3,0.63960785,0.1564706,0.0,0.0,0.30470586,0.6945098,0.3,0.13264783,0.48862743,0.0,0.6945098,0.0,0.0,1.0,0.3
378,0.3,0.09607843,0.6505882,0.3,0.3,0.6972549,0.6945098,0.64235294,0.13264783,0.46392158,0.3,0.6917647,0.0,0.3,0.7,0.3
379,0.3,0.0,0.5627451,0.3,0.3,0.6972549,0.6972549,0.6945098,0.0,0.5764706,0.0,0.5105882,0.01372549,0.3,1.0,0.05490196
380,0.3,0.3,0.021960786,0.0,0.3,0.36235297,0.6945098,0.9972549,0.0,0.68901956,0.0,0.11803922,0.37333333,0.0,0.65137255,0.60745096
381,0.6541177,0.0,0.0,0.0,0.66784316,0.0,0.6945098,0.37058824,0.0,0.6341176,0.0,0.3,0.6917647,0.0,0.3,0.52705884
382,0.9972549,0.3,0.0,0.08509804,0.9917647,0.0,0.6011765,0.0,0.0,0.6972549,0.0,0.3,0.6917647,0.0,0.3,0.6945098
383,0.9533333,0.3,0.0,0.5490196,0.8792157,0.0,0.09607843,0.0,0.0,0.9972549,0.0,0.3,0.17568628,0.31843138,0.3,0.5819608
384,0.42078432,0.3,0.0,0.6945098,0.3,0.0,0.0,0.0,0.0,0.9972549,0.53058827,0.3,0.0,0.6945098,0.0,0.41254902
385,0.0,0.3,0.0,0.68901956,0.0,0.0,0.0,0.0,0.0,0.93686277,0.6972549,0.68705887,0.0,0.61215687,0.3,0.0
